champ_a,role_a,champ_b,role_b,winrate,matches
Graves,Mid,Corki,ADC,0.5406,6
Graves,Mid,Caitlyn,ADC,0.4551,31
Graves,Mid,Ezreal,ADC,0.4508,27
Graves,Mid,Varus,ADC,0.4823,7
Graves,Mid,Viktor,ADC,0.5485,6
Graves,Mid,Ziggs,ADC,0.5218,5
Graves,Mid,Draven,ADC,0.4296,6
Graves,Mid,Syndra,ADC,0.5181,5
Graves,Mid,Kaisa,ADC,0.4489,38
Graves,Mid,Yasuo,ADC,0.5523,7
Graves,Mid,Jhin,ADC,0.5512,41
Graves,Mid,Zeri,ADC,0.5445,10
Graves,Mid,Jinx,ADC,0.433,37
Graves,Mid,Lucian,ADC,0.5039,13
Graves,Mid,Samira,ADC,0.4393,7
Graves,Mid,Kalista,ADC,0.4936,8
Graves,Mid,Xayah,ADC,0.5204,10
Graves,Mid,Aphelios,ADC,0.5156,13
Graves,Mid,Yunara,ADC,0.5141,32
Graves,Mid,Alistar,Support,0.4852,10
Graves,Mid,Soraka,Support,0.4666,11
Graves,Mid,Zilean,Support,0.562,9
Graves,Mid,Janna,Support,0.496,10
Graves,Mid,Karma,Support,0.4772,11
Graves,Mid,Swain,Support,0.4535,7
Graves,Mid,Blitzcrank,Support,0.5689,12
Graves,Mid,Pantheon,Support,0.5482,13
Graves,Mid,Leona,Support,0.4378,17
Graves,Mid,Lux,Support,0.4842,12
Graves,Mid,Xerath,Support,0.5336,7
Graves,Mid,Nautilus,Support,0.543,23
Graves,Mid,Lulu,Support,0.5091,33
Graves,Mid,Seraphine,Support,0.4776,10
Graves,Mid,Velkoz,Support,0.5683,5
Graves,Mid,Camille,Support,0.436,6
Graves,Mid,Braum,Support,0.511,11
Graves,Mid,Senna,Support,0.454,9
Graves,Mid,Nami,Support,0.4873,17
Graves,Mid,Yuumi,Support,0.4462,11
Graves,Mid,Thresh,Support,0.4856,35
Graves,Mid,Bard,Support,0.5451,10
Graves,Mid,Rakan,Support,0.4498,7
Graves,Mid,Rell,Support,0.4833,8
Graves,Mid,Pyke,Support,0.5303,12
Graves,Mid,Milio,Support,0.5083,11
Graves,Mid,Annie,Mid,0.5309,5
Graves,Mid,Galio,Mid,0.4345,8
Graves,Mid,TwistedFate,Mid,0.4809,12
Graves,Mid,Leblanc,Mid,0.5014,10
Graves,Mid,Vladimir,Mid,0.4553,7
Graves,Mid,Ryze,Mid,0.4292,6
Graves,Mid,Anivia,Mid,0.5128,6
Graves,Mid,Kassadin,Mid,0.5301,12
Graves,Mid,Irelia,Mid,0.5585,6
Graves,Mid,Veigar,Mid,0.5253,5
Graves,Mid,Katarina,Mid,0.5672,12
Graves,Mid,Orianna,Mid,0.4439,5
Graves,Mid,Nasus,Mid,0.4396,8
Graves,Mid,Akali,Mid,0.5477,11
Graves,Mid,Malzahar,Mid,0.4846,8
Graves,Mid,Lux,Mid,0.5061,6
Graves,Mid,Xerath,Mid,0.5364,14
Graves,Mid,Ahri,Mid,0.4801,23
Graves,Mid,Fizz,Mid,0.5438,11
Graves,Mid,Viktor,Mid,0.5376,28
Graves,Mid,Lissandra,Mid,0.4423,12
Graves,Mid,Diana,Mid,0.5179,6
Graves,Mid,Syndra,Mid,0.5705,15
Graves,Mid,Yasuo,Mid,0.5469,19
Graves,Mid,Taliyah,Mid,0.507,5
Graves,Mid,Zed,Mid,0.4976,16
Graves,Mid,Ekko,Mid,0.4381,10
Graves,Mid,Sylas,Mid,0.4291,15
Graves,Mid,Vex,Mid,0.4297,5
Graves,Mid,Yone,Mid,0.455,13
Graves,Mid,Locke,Mid,0.5389,11
Graves,Mid,Aurora,Mid,0.5702,5
Graves,ADC,LeeSin,Jungle,0.5015,8
Graves,ADC,Rengar,Jungle,0.4842,5
Graves,ADC,Viego,Jungle,0.4486,7
Graves,ADC,Sylas,Jungle,0.5406,7
Graves,ADC,Fizz,Mid,0.5216,5
Graves,ADC,Viktor,Mid,0.4797,7
Graves,ADC,Syndra,Mid,0.4967,7
Graves,ADC,Yasuo,Mid,0.4933,8
Graves,ADC,Karma,Support,0.5011,7
Graves,ADC,Nautilus,Support,0.5092,6
Graves,ADC,Lulu,Support,0.4449,5
Graves,ADC,Braum,Support,0.4588,6
Graves,ADC,Nami,Support,0.4298,7
Graves,ADC,Thresh,Support,0.5255,9
Graves,ADC,Tristana,ADC,0.5569,7
Graves,ADC,Caitlyn,ADC,0.4382,12
Graves,ADC,Ezreal,ADC,0.4494,7
Graves,ADC,Kaisa,ADC,0.4408,6
Graves,ADC,Jhin,ADC,0.5686,9
Graves,ADC,Jinx,ADC,0.4622,13
Graves,Support,Olaf,Top,0.4429,6
Graves,Support,Kayle,Top,0.4525,8
Graves,Support,Sion,Top,0.5166,10
Graves,Support,Teemo,Top,0.4661,13
Graves,Support,Warwick,Top,0.4896,5
Graves,Support,Tryndamere,Top,0.52,12
Graves,Support,Jax,Top,0.4291,13
Graves,Support,Singed,Top,0.5137,8
Graves,Support,Chogath,Top,0.5124,12
Graves,Support,DrMundo,Top,0.4683,9
Graves,Support,Irelia,Top,0.5243,16
Graves,Support,Gangplank,Top,0.5095,10
Graves,Support,Malphite,Top,0.4331,23
Graves,Support,Renekton,Top,0.5118,22
Graves,Support,Vayne,Top,0.4341,6
Graves,Support,Nasus,Top,0.4333,28
Graves,Support,Gragas,Top,0.5487,8
Graves,Support,Pantheon,Top,0.4438,7
Graves,Support,Mordekaiser,Top,0.4656,18
Graves,Support,Yorick,Top,0.4464,7
Graves,Support,Akali,Top,0.5678,7
Graves,Support,Kennen,Top,0.4762,6
Graves,Support,Garen,Top,0.4369,17
Graves,Support,Riven,Top,0.5558,6
Graves,Support,Shen,Top,0.5264,13
Graves,Support,Volibear,Top,0.431,8
Graves,Support,Fiora,Top,0.4899,9
Graves,Support,Darius,Top,0.4393,23
Graves,Support,Jayce,Top,0.5281,27
Graves,Support,Gnar,Top,0.4416,10
Graves,Support,Yasuo,Top,0.4585,14
Graves,Support,Camille,Top,0.5062,15
Graves,Support,TahmKench,Top,0.4967,6
Graves,Support,Kled,Top,0.5538,7
Graves,Support,Aatrox,Top,0.438,21
Graves,Support,Illaoi,Top,0.5111,11
Graves,Support,Ornn,Top,0.4861,9
Graves,Support,Yone,Top,0.4953,35
Graves,Support,Ambessa,Top,0.5323,16
Graves,Support,Sett,Top,0.4841,14
Graves,Support,Gwen,Top,0.4759,6
Graves,Support,KSante,Top,0.4895,15
Graves,Support,Zaahen,Top,0.4611,9
Graves,Support,XinZhao,Jungle,0.429,7
Graves,Support,Fiddlesticks,Jungle,0.5582,7
Graves,Support,MasterYi,Jungle,0.5397,12
Graves,Support,Warwick,Jungle,0.5182,7
Graves,Support,Evelynn,Jungle,0.5701,8
Graves,Support,Chogath,Jungle,0.4727,13
Graves,Support,Amumu,Jungle,0.4302,6
Graves,Support,Rammus,Jungle,0.5077,9
Graves,Support,Shaco,Jungle,0.4854,17
Graves,Support,Nocturne,Jungle,0.449,19
Graves,Support,JarvanIV,Jungle,0.4996,27
Graves,Support,Elise,Jungle,0.4385,7
Graves,Support,MonkeyKing,Jungle,0.5683,17
Graves,Support,LeeSin,Jungle,0.4387,47
Graves,Support,Skarner,Jungle,0.547,6
Graves,Support,Nidalee,Jungle,0.5502,9
Graves,Support,Udyr,Jungle,0.4526,7
Graves,Support,Talon,Jungle,0.493,23
Graves,Support,Shyvana,Jungle,0.5549,13
Graves,Support,Graves,Jungle,0.5047,32
Graves,Support,Rengar,Jungle,0.4289,10
Graves,Support,Hecarim,Jungle,0.4827,25
Graves,Support,Khazix,Jungle,0.5379,25
Graves,Support,Jayce,Jungle,0.4293,7
Graves,Support,Diana,Jungle,0.4486,10
Graves,Support,Quinn,Jungle,0.4687,5
Graves,Support,Kayn,Jungle,0.4289,12
Graves,Support,Zyra,Jungle,0.4311,8
Graves,Support,Zac,Jungle,0.4934,9
Graves,Support,Belveth,Jungle,0.4724,11
Graves,Support,Briar,Jungle,0.4376,9
Graves,Support,Viego,Jungle,0.4764,40
Graves,Support,Zed,Jungle,0.4905,7
Graves,Support,Ekko,Jungle,0.4291,14
Graves,Support,Qiyana,Jungle,0.4367,23
Graves,Support,Vi,Jungle,0.5649,12
Graves,Support,RekSai,Jungle,0.513,6
Graves,Support,Sylas,Jungle,0.5092,22
Graves,Support,Lillia,Jungle,0.485,13
Graves,Support,Naafiri,Jungle,0.496,8
Graves,Support,Annie,Mid,0.4548,7
Graves,Support,Galio,Mid,0.5147,15
Graves,Support,TwistedFate,Mid,0.506,21
Graves,Support,Leblanc,Mid,0.4893,16
Graves,Support,Vladimir,Mid,0.4291,14
Graves,Support,Ryze,Mid,0.4893,7
Graves,Support,Kassadin,Mid,0.5188,17
Graves,Support,Irelia,Mid,0.4811,6
Graves,Support,Veigar,Mid,0.4853,11
Graves,Support,Katarina,Mid,0.5533,21
Graves,Support,Orianna,Mid,0.4329,8
Graves,Support,Cassiopeia,Mid,0.5274,8
Graves,Support,Nasus,Mid,0.4343,5
Graves,Support,Akali,Mid,0.4638,12
Graves,Support,Malzahar,Mid,0.429,10
Graves,Support,Lux,Mid,0.4322,12
Graves,Support,Xerath,Mid,0.4684,14
Graves,Support,Ahri,Mid,0.4781,35
Graves,Support,Fizz,Mid,0.5593,20
Graves,Support,Viktor,Mid,0.4764,40
Graves,Support,Lissandra,Mid,0.4468,25
Graves,Support,Diana,Mid,0.5055,15
Graves,Support,Syndra,Mid,0.4866,25
Graves,Support,AurelionSol,Mid,0.5291,6
Graves,Support,Zoe,Mid,0.4722,7
Graves,Support,Yasuo,Mid,0.4554,26
Graves,Support,Akshan,Mid,0.5181,8
Graves,Support,Zed,Mid,0.4749,32
Graves,Support,Ekko,Mid,0.5093,10
Graves,Support,Qiyana,Mid,0.4345,11
Graves,Support,Sylas,Mid,0.5205,20
Graves,Support,Vex,Mid,0.4929,8
Graves,Support,Yone,Mid,0.4567,19
Graves,Support,Locke,Mid,0.5194,24
Graves,Support,Aurora,Mid,0.5325,7
Graves,Support,Hwei,Mid,0.4917,11
Graves,Support,Sivir,ADC,0.4367,12
Graves,Support,Tristana,ADC,0.4772,41
Graves,Support,MissFortune,ADC,0.4759,13
Graves,Support,Ashe,ADC,0.5076,24
Graves,Support,Twitch,ADC,0.4298,19
Graves,Support,Corki,ADC,0.4873,8
Graves,Support,Caitlyn,ADC,0.5052,59
Graves,Support,Ezreal,ADC,0.4704,44
Graves,Support,KogMaw,ADC,0.507,7
Graves,Support,Varus,ADC,0.4514,9
Graves,Support,Viktor,ADC,0.468,8
Graves,Support,Draven,ADC,0.4902,10
Graves,Support,Syndra,ADC,0.4708,7
Graves,Support,Kaisa,ADC,0.483,65
Graves,Support,Seraphine,ADC,0.5249,6
Graves,Support,Yasuo,ADC,0.4798,6
Graves,Support,Jhin,ADC,0.4773,65
Graves,Support,Zeri,ADC,0.473,14
Graves,Support,Jinx,ADC,0.5258,43
Graves,Support,Lucian,ADC,0.4603,30
Graves,Support,Samira,ADC,0.4291,10
Graves,Support,Kalista,ADC,0.4685,16
Graves,Support,Xayah,ADC,0.5204,12
Graves,Support,Aphelios,ADC,0.473,15
Graves,Support,Yunara,ADC,0.4768,42
Graves,Support,Smolder,ADC,0.4335,9
Graves,Support,Alistar,Support,0.4815,17
Graves,Support,Soraka,Support,0.5481,14
Graves,Support,Morgana,Support,0.4996,11
Graves,Support,Zilean,Support,0.432,8
Graves,Support,Sona,Support,0.5088,10
Graves,Support,Janna,Support,0.5064,16
Graves,Support,Karma,Support,0.4861,33
Graves,Support,Swain,Support,0.4288,8
Graves,Support,Blitzcrank,Support,0.5424,23
Graves,Support,Pantheon,Support,0.4298,10
Graves,Support,Leona,Support,0.4299,25
Graves,Support,Shen,Support,0.4322,6
Graves,Support,Lux,Support,0.4343,15
Graves,Support,Xerath,Support,0.4891,8
Graves,Support,Nautilus,Support,0.4933,27
Graves,Support,Lulu,Support,0.521,64
Graves,Support,Zyra,Support,0.4322,9
Graves,Support,Seraphine,Support,0.4456,31
Graves,Support,Velkoz,Support,0.4319,9
Graves,Support,Braum,Support,0.4977,16
Graves,Support,Senna,Support,0.4989,17
Graves,Support,Nami,Support,0.4778,37
Graves,Support,Yuumi,Support,0.484,17
Graves,Support,Thresh,Support,0.5488,62
Graves,Support,Bard,Support,0.5023,21
Graves,Support,Rakan,Support,0.4758,10
Graves,Support,Rell,Support,0.5476,11
Graves,Support,Pyke,Support,0.5108,21
Graves,Support,Renata,Support,0.4343,9
Gwen,Top,Chogath,Jungle,0.5063,8
Gwen,Top,Shaco,Jungle,0.4452,5
Gwen,Top,Nocturne,Jungle,0.4652,5
Gwen,Top,MonkeyKing,Jungle,0.5661,6
Gwen,Top,LeeSin,Jungle,0.4587,15
Gwen,Top,Talon,Jungle,0.5049,10
Gwen,Top,Shyvana,Jungle,0.4533,7
Gwen,Top,Graves,Jungle,0.4291,12
Gwen,Top,Rengar,Jungle,0.4954,6
Gwen,Top,Briar,Jungle,0.429,5
Gwen,Top,Viego,Jungle,0.4943,10
Gwen,Top,Ekko,Jungle,0.4939,7
Gwen,Top,Qiyana,Jungle,0.5184,10
Gwen,Top,Sylas,Jungle,0.508,13
Gwen,Top,TwistedFate,Mid,0.5706,6
Gwen,Top,Leblanc,Mid,0.4857,5
Gwen,Top,Ryze,Mid,0.4329,5
Gwen,Top,Katarina,Mid,0.4746,9
Gwen,Top,Akali,Mid,0.5109,6
Gwen,Top,Malzahar,Mid,0.4319,7
Gwen,Top,Ahri,Mid,0.5133,8
Gwen,Top,Fizz,Mid,0.4692,6
Gwen,Top,Viktor,Mid,0.4727,7
Gwen,Top,Lissandra,Mid,0.503,6
Gwen,Top,Syndra,Mid,0.4323,14
Gwen,Top,Yasuo,Mid,0.5701,11
Gwen,Top,Zed,Mid,0.515,6
Gwen,Top,Sylas,Mid,0.4306,9
Gwen,Top,Yone,Mid,0.5468,5
Gwen,Top,Locke,Mid,0.5677,11
Gwen,Top,Sivir,ADC,0.4441,5
Gwen,Top,Tristana,ADC,0.4927,13
Gwen,Top,Ashe,ADC,0.4853,8
Gwen,Top,Caitlyn,ADC,0.438,14
Gwen,Top,Ezreal,ADC,0.4379,15
Gwen,Top,Viktor,ADC,0.4609,6
Gwen,Top,Kaisa,ADC,0.446,24
Gwen,Top,Yasuo,ADC,0.4862,6
Gwen,Top,Jhin,ADC,0.5005,17
Gwen,Top,Jinx,ADC,0.5259,22
Gwen,Top,Lucian,ADC,0.5271,11
Gwen,Top,Samira,ADC,0.4403,6
Gwen,Top,Aphelios,ADC,0.463,6
Gwen,Top,Yunara,ADC,0.4735,16
Gwen,Top,Alistar,Support,0.5664,7
Gwen,Top,Soraka,Support,0.5225,6
Gwen,Top,Morgana,Support,0.489,5
Gwen,Top,Karma,Support,0.44,8
Gwen,Top,Blitzcrank,Support,0.5607,6
Gwen,Top,Leona,Support,0.4819,10
Gwen,Top,Lux,Support,0.4783,5
Gwen,Top,Nautilus,Support,0.5052,16
Gwen,Top,Lulu,Support,0.5028,13
Gwen,Top,Seraphine,Support,0.445,5
Gwen,Top,Braum,Support,0.5,8
Gwen,Top,Senna,Support,0.4489,10
Gwen,Top,Nami,Support,0.4351,10
Gwen,Top,Yuumi,Support,0.4338,6
Gwen,Top,Thresh,Support,0.4379,17
Gwen,Top,Bard,Support,0.5074,5
Gwen,Top,Rakan,Support,0.4594,6
Gwen,Top,Rell,Support,0.4684,7
Gwen,Top,Milio,Support,0.5241,6
Gwen,Top,Sion,Top,0.4364,7
Gwen,Top,DrMundo,Top,0.439,9
Gwen,Top,Gangplank,Top,0.4305,11
Gwen,Top,Malphite,Top,0.4304,10
Gwen,Top,Nasus,Top,0.4289,8
Gwen,Top,Garen,Top,0.5569,6
Gwen,Top,Darius,Top,0.5153,8
Gwen,Top,Jayce,Top,0.5451,8
Gwen,Top,Camille,Top,0.5027,9
Gwen,Top,Aatrox,Top,0.5391,6
Gwen,Top,Ornn,Top,0.5517,10
Gwen,Top,Yone,Top,0.5711,13
Gwen,Top,Sett,Top,0.5149,5
Gwen,Top,KSante,Top,0.4289,8
Gwen,Jungle,Olaf,Top,0.4899,5
Gwen,Jungle,Sion,Top,0.5584,6
Gwen,Jungle,Jax,Top,0.5062,9
Gwen,Jungle,Chogath,Top,0.4892,8
Gwen,Jungle,DrMundo,Top,0.4608,5
Gwen,Jungle,Irelia,Top,0.4971,5
Gwen,Jungle,Gangplank,Top,0.4529,9
Gwen,Jungle,Malphite,Top,0.4939,13
Gwen,Jungle,Renekton,Top,0.5593,10
Gwen,Jungle,Nasus,Top,0.5437,10
Gwen,Jungle,Pantheon,Top,0.52,5
Gwen,Jungle,Mordekaiser,Top,0.515,9
Gwen,Jungle,Yorick,Top,0.4499,7
Gwen,Jungle,Akali,Top,0.4846,5
Gwen,Jungle,Garen,Top,0.5079,7
Gwen,Jungle,Shen,Top,0.5106,7
Gwen,Jungle,Darius,Top,0.4543,10
Gwen,Jungle,Jayce,Top,0.5377,16
Gwen,Jungle,Gnar,Top,0.4894,5
Gwen,Jungle,Yasuo,Top,0.5711,8
Gwen,Jungle,Camille,Top,0.4522,7
Gwen,Jungle,Aatrox,Top,0.4663,11
Gwen,Jungle,Illaoi,Top,0.5656,7
Gwen,Jungle,Ornn,Top,0.5515,6
Gwen,Jungle,Yone,Top,0.5654,15
Gwen,Jungle,Ambessa,Top,0.5066,9
Gwen,Jungle,Sett,Top,0.5052,11
Gwen,Jungle,KSante,Top,0.4933,10
Gwen,Jungle,Zaahen,Top,0.5243,7
Gwen,Jungle,Galio,Mid,0.4839,10
Gwen,Jungle,TwistedFate,Mid,0.4924,17
Gwen,Jungle,Leblanc,Mid,0.535,8
Gwen,Jungle,Vladimir,Mid,0.5534,5
Gwen,Jungle,Ryze,Mid,0.5363,6
Gwen,Jungle,Kassadin,Mid,0.5712,7
Gwen,Jungle,Veigar,Mid,0.5619,6
Gwen,Jungle,Katarina,Mid,0.5581,11
Gwen,Jungle,Orianna,Mid,0.432,9
Gwen,Jungle,Nasus,Mid,0.5705,9
Gwen,Jungle,Akali,Mid,0.5667,8
Gwen,Jungle,Malzahar,Mid,0.557,7
Gwen,Jungle,Xerath,Mid,0.4348,5
Gwen,Jungle,Ahri,Mid,0.4905,17
Gwen,Jungle,Fizz,Mid,0.5328,8
Gwen,Jungle,Viktor,Mid,0.5135,16
Gwen,Jungle,Lissandra,Mid,0.4841,10
Gwen,Jungle,Syndra,Mid,0.4909,17
Gwen,Jungle,Yasuo,Mid,0.5708,14
Gwen,Jungle,Zed,Mid,0.5216,18
Gwen,Jungle,Ekko,Mid,0.5441,6
Gwen,Jungle,Sylas,Mid,0.4787,16
Gwen,Jungle,Vex,Mid,0.5342,6
Gwen,Jungle,Yone,Mid,0.5478,8
Gwen,Jungle,Locke,Mid,0.5251,13
Gwen,Jungle,Hwei,Mid,0.4289,8
Gwen,Jungle,Sivir,ADC,0.4738,9
Gwen,Jungle,Tristana,ADC,0.4893,19
Gwen,Jungle,MissFortune,ADC,0.4535,9
Gwen,Jungle,Ashe,ADC,0.4851,12
Gwen,Jungle,Twitch,ADC,0.4306,7
Gwen,Jungle,Corki,ADC,0.5327,6
Gwen,Jungle,Caitlyn,ADC,0.4695,22
Gwen,Jungle,Ezreal,ADC,0.5224,28
Gwen,Jungle,Draven,ADC,0.4644,6
Gwen,Jungle,Kaisa,ADC,0.4306,38
Gwen,Jungle,Jhin,ADC,0.5489,28
Gwen,Jungle,Zeri,ADC,0.5671,7
Gwen,Jungle,Jinx,ADC,0.571,20
Gwen,Jungle,Lucian,ADC,0.5361,18
Gwen,Jungle,Samira,ADC,0.5708,6
Gwen,Jungle,Xayah,ADC,0.5709,12
Gwen,Jungle,Aphelios,ADC,0.5133,12
Gwen,Jungle,Yunara,ADC,0.5059,19
Gwen,Jungle,Smolder,ADC,0.4376,7
Gwen,Jungle,Alistar,Support,0.5709,9
Gwen,Jungle,Soraka,Support,0.57,7
Gwen,Jungle,Sona,Support,0.4666,6
Gwen,Jungle,Janna,Support,0.5606,13
Gwen,Jungle,Karma,Support,0.5542,10
Gwen,Jungle,Blitzcrank,Support,0.5646,14
Gwen,Jungle,Brand,Support,0.4401,6
Gwen,Jungle,Pantheon,Support,0.5399,9
Gwen,Jungle,Leona,Support,0.4979,14
Gwen,Jungle,Lux,Support,0.5561,11
Gwen,Jungle,Nautilus,Support,0.4791,19
Gwen,Jungle,Lulu,Support,0.5703,21
Gwen,Jungle,Seraphine,Support,0.493,12
Gwen,Jungle,Braum,Support,0.5692,8
Gwen,Jungle,Senna,Support,0.4903,13
Gwen,Jungle,Nami,Support,0.4691,15
Gwen,Jungle,Yuumi,Support,0.5644,13
Gwen,Jungle,Thresh,Support,0.5016,21
Gwen,Jungle,Bard,Support,0.4874,13
Gwen,Jungle,Rell,Support,0.5659,9
Gwen,Jungle,Pyke,Support,0.4459,14
Gwen,Jungle,Milio,Support,0.504,8
Gwen,Jungle,XinZhao,Jungle,0.447,5
Gwen,Jungle,MasterYi,Jungle,0.5448,13
Gwen,Jungle,Chogath,Jungle,0.5047,8
Gwen,Jungle,Shaco,Jungle,0.5694,7
Gwen,Jungle,Nocturne,Jungle,0.563,13
Gwen,Jungle,JarvanIV,Jungle,0.5119,18
Gwen,Jungle,MonkeyKing,Jungle,0.537,9
Gwen,Jungle,LeeSin,Jungle,0.4825,28
Gwen,Jungle,Nidalee,Jungle,0.4404,14
Gwen,Jungle,Talon,Jungle,0.5034,13
Gwen,Jungle,Graves,Jungle,0.469,15
Gwen,Jungle,Rengar,Jungle,0.5272,7
Gwen,Jungle,Hecarim,Jungle,0.5657,13
Gwen,Jungle,Khazix,Jungle,0.4703,15
Gwen,Jungle,Kayn,Jungle,0.5491,5
Gwen,Jungle,Belveth,Jungle,0.5375,7
Gwen,Jungle,Viego,Jungle,0.4838,18
Gwen,Jungle,Zed,Jungle,0.5688,6
Gwen,Jungle,Ekko,Jungle,0.57,8
Gwen,Jungle,Qiyana,Jungle,0.4688,9
Gwen,Jungle,Vi,Jungle,0.5696,12
Gwen,Jungle,Sylas,Jungle,0.4821,12
Gwen,Mid,Olaf,Top,0.5253,12
Gwen,Mid,Sion,Top,0.5028,7
Gwen,Mid,Teemo,Top,0.4497,7
Gwen,Mid,Tryndamere,Top,0.5158,6
Gwen,Mid,Jax,Top,0.4495,16
Gwen,Mid,Chogath,Top,0.5298,6
Gwen,Mid,DrMundo,Top,0.4609,6
Gwen,Mid,Irelia,Top,0.4452,9
Gwen,Mid,Gangplank,Top,0.5436,12
Gwen,Mid,Malphite,Top,0.4779,10
Gwen,Mid,Renekton,Top,0.5265,11
Gwen,Mid,Nasus,Top,0.495,16
Gwen,Mid,Gragas,Top,0.4852,6
Gwen,Mid,Pantheon,Top,0.4814,6
Gwen,Mid,Mordekaiser,Top,0.518,10
Gwen,Mid,Yorick,Top,0.4292,6
Gwen,Mid,Garen,Top,0.4443,12
Gwen,Mid,Riven,Top,0.4465,5
Gwen,Mid,Shen,Top,0.5102,8
Gwen,Mid,Fiora,Top,0.5304,8
Gwen,Mid,Darius,Top,0.503,12
Gwen,Mid,Jayce,Top,0.5043,15
Gwen,Mid,Gnar,Top,0.4747,8
Gwen,Mid,Camille,Top,0.4608,5
Gwen,Mid,Kled,Top,0.5054,5
Gwen,Mid,Aatrox,Top,0.4454,10
Gwen,Mid,Ornn,Top,0.4288,7
Gwen,Mid,Yone,Top,0.5711,19
Gwen,Mid,Ambessa,Top,0.5634,12
Gwen,Mid,Sett,Top,0.4487,10
Gwen,Mid,KSante,Top,0.453,10
Gwen,Mid,Zaahen,Top,0.4986,8
Gwen,Mid,MasterYi,Jungle,0.5621,8
Gwen,Mid,Warwick,Jungle,0.5622,6
Gwen,Mid,Nunu,Jungle,0.5264,7
Gwen,Mid,Chogath,Jungle,0.5325,8
Gwen,Mid,Shaco,Jungle,0.5154,9
Gwen,Mid,Nocturne,Jungle,0.541,13
Gwen,Mid,JarvanIV,Jungle,0.5299,15
Gwen,Mid,MonkeyKing,Jungle,0.5376,12
Gwen,Mid,LeeSin,Jungle,0.4667,28
Gwen,Mid,Nidalee,Jungle,0.5642,7
Gwen,Mid,Talon,Jungle,0.5185,15
Gwen,Mid,Shyvana,Jungle,0.5465,7
Gwen,Mid,Graves,Jungle,0.429,21
Gwen,Mid,Rengar,Jungle,0.5305,12
Gwen,Mid,Hecarim,Jungle,0.4619,10
Gwen,Mid,Khazix,Jungle,0.4363,13
Gwen,Mid,Diana,Jungle,0.5232,8
Gwen,Mid,Kayn,Jungle,0.541,9
Gwen,Mid,Belveth,Jungle,0.5055,6
Gwen,Mid,Briar,Jungle,0.4827,6
Gwen,Mid,Viego,Jungle,0.4673,20
Gwen,Mid,Ekko,Jungle,0.5326,11
Gwen,Mid,Qiyana,Jungle,0.4628,15
Gwen,Mid,Vi,Jungle,0.4836,12
Gwen,Mid,Sylas,Jungle,0.4754,14
Gwen,Mid,Lillia,Jungle,0.5058,8
Gwen,Mid,Naafiri,Jungle,0.5711,8
Gwen,Mid,Sivir,ADC,0.4921,7
Gwen,Mid,Tristana,ADC,0.5712,18
Gwen,Mid,MissFortune,ADC,0.4648,7
Gwen,Mid,Ashe,ADC,0.4415,9
Gwen,Mid,Twitch,ADC,0.5014,10
Gwen,Mid,Corki,ADC,0.5406,6
Gwen,Mid,Caitlyn,ADC,0.4551,31
Gwen,Mid,Ezreal,ADC,0.4508,27
Gwen,Mid,Varus,ADC,0.4823,7
Gwen,Mid,Viktor,ADC,0.5485,6
Gwen,Mid,Ziggs,ADC,0.5218,5
Gwen,Mid,Draven,ADC,0.4296,6
Gwen,Mid,Syndra,ADC,0.5181,5
Gwen,Mid,Kaisa,ADC,0.4489,38
Gwen,Mid,Yasuo,ADC,0.5523,7
Gwen,Mid,Jhin,ADC,0.5512,41
Gwen,Mid,Zeri,ADC,0.5445,10
Gwen,Mid,Jinx,ADC,0.433,37
Gwen,Mid,Lucian,ADC,0.5039,13
Gwen,Mid,Samira,ADC,0.4393,7
Gwen,Mid,Kalista,ADC,0.4936,8
Gwen,Mid,Xayah,ADC,0.5204,10
Gwen,Mid,Aphelios,ADC,0.5156,13
Gwen,Mid,Yunara,ADC,0.5141,32
Gwen,Mid,Alistar,Support,0.4852,10
Gwen,Mid,Soraka,Support,0.4666,11
Gwen,Mid,Zilean,Support,0.562,9
Gwen,Mid,Janna,Support,0.496,10
Gwen,Mid,Karma,Support,0.4772,11
Gwen,Mid,Swain,Support,0.4535,7
Gwen,Mid,Blitzcrank,Support,0.5689,12
Gwen,Mid,Pantheon,Support,0.5482,13
Gwen,Mid,Leona,Support,0.4378,17
Gwen,Mid,Lux,Support,0.4842,12
Gwen,Mid,Xerath,Support,0.5336,7
Gwen,Mid,Nautilus,Support,0.543,23
Gwen,Mid,Lulu,Support,0.5091,33
Gwen,Mid,Seraphine,Support,0.4776,10
Gwen,Mid,Velkoz,Support,0.5683,5
Gwen,Mid,Camille,Support,0.436,6
Gwen,Mid,Braum,Support,0.511,11
Gwen,Mid,Senna,Support,0.454,9
Gwen,Mid,Nami,Support,0.4873,17
Gwen,Mid,Yuumi,Support,0.4462,11
Gwen,Mid,Thresh,Support,0.4856,35
Gwen,Mid,Bard,Support,0.5451,10
Gwen,Mid,Rakan,Support,0.4498,7
Gwen,Mid,Rell,Support,0.4833,8
Gwen,Mid,Pyke,Support,0.5303,12
Gwen,Mid,Milio,Support,0.5083,11
Gwen,Mid,Annie,Mid,0.5309,5
Gwen,Mid,Galio,Mid,0.4345,8
Gwen,Mid,TwistedFate,Mid,0.4809,12
Gwen,Mid,Leblanc,Mid,0.5014,10
Gwen,Mid,Vladimir,Mid,0.4553,7
Gwen,Mid,Ryze,Mid,0.4292,6
